label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
hello,0.0,0.0,0.0,-0.1460126931969265,-0.052837267304881294,-0.04296559648968115,-0.2647602912717663,-0.19486188718403177,-0.05966314920165554,-0.34907308791713504,-0.31200997682164605,-0.07443228165936004,-0.4291585440385143,-0.36239468362595173,-0.0899760178182178,-0.16414589988897715,-0.483014392376154,-0.026225855620363697,-0.20406703627161898,-0.6803004240951532,-0.05084905394665855,-0.2254817855331979,-0.8008152086832696,-0.07437265588950825,-0.2391117064083447,-0.9017150014282007,-0.09520507485756169,-0.06878545339440172,-0.5150803051903361,-0.03755348929205079,-0.08274480843890183,-0.7448622143258207,-0.05852929247648239,-0.09140895574764961,-0.8874045778741447,-0.08364984183780849,-0.09884916294445376,-1.0,-0.10520502924874295,0.020994670549831743,-0.4991663137753963,-0.05679884374731362,0.030548739040332187,-0.7104569272942418,-0.09038484953853518,0.029273793464070018,-0.8411524598698511,-0.12196795360596784,0.02345124271614031,-0.9540978043150528,-0.14664920169057655,0.10574855939412003,-0.4459982750792507,-0.07986730072169718,0.1659504808578355,-0.5945152983678776,-0.11675241802925053,0.20315419128567822,-0.6961710035559119,-0.138943376852224,0.23235300480688295,-0.7930436570000964,-0.15566762922936278
hello,0.0,0.0,0.0,-0.14592623626662687,-0.051797223385999853,-0.04320728061804093,-0.2654104563985132,-0.19372994874914629,-0.05993263635138345,-0.34948089140902544,-0.3116158079900827,-0.07472479802209624,-0.42859191196867175,-0.36283863537667177,-0.09031051454882263,-0.16477924254337384,-0.48143471781421515,-0.02719152334793803,-0.2045894288179399,-0.6784144757357147,-0.05229454457045933,-0.2252581195011507,-0.7993227770731344,-0.07583485057383013,-0.23825754749647518,-0.9004318730953105,-0.09659888334070667,-0.06871937909753349,-0.5135136582855547,-0.03859717880503481,-0.08319568872997744,-0.7440454121972823,-0.0600944213694523,-0.09186002911675974,-0.8872610828297205,-0.08509153384584993,-0.09926720270583081,-1.0,-0.10645567532231069,0.021787447653919954,-0.49763708503356463,-0.057946205440556876,0.030689772594662948,-0.7099422160494181,-0.09203709822698487,0.02887198382317212,-0.8407494026472913,-0.12352566267698994,0.02259734123044136,-0.9533567013504284,-0.14796168089313882,0.10739473870482072,-0.4446262169447298,-0.08114666247037955,0.1669251209531626,-0.5942454225278015,-0.1185186728372469,0.20364169933215107,-0.6960378632660128,-0.14082971281444323,0.23242080413526858,-0.7927829844870037,-0.1575419342012963
hello,0.0,0.0,0.0,-0.14531253969516686,-0.05255603152286592,-0.041999591739070086,-0.2648833788468832,-0.19412361150625884,-0.05907508813927105,-0.3477047095692467,-0.31037951546598774,-0.07435894579000163,-0.4259049211115681,-0.3618542417066683,-0.09044694857777309,-0.16599585161227498,-0.4823521454682103,-0.02804027467062855,-0.2050636411980649,-0.6788543807425278,-0.05345601012194624,-0.22509347980922392,-0.7993361740753746,-0.07717928962944758,-0.23764588696227334,-0.8995332217773531,-0.0978439232203873,-0.06973003449585964,-0.514621334144638,-0.04019844700254971,-0.08324134580420328,-0.7450480331478266,-0.061522038237313496,-0.09113431192907179,-0.8881684582686752,-0.08620307796434373,-0.09832061173490299,-1.0,-0.10722657969566668,0.021007713034561778,-0.49886724144036954,-0.060074548392245776,0.02980229119847719,-0.7107028870412526,-0.09374349142753348,0.027899926020720774,-0.8410271990270445,-0.12483797127493626,0.021313048555926473,-0.9520055553333884,-0.14898140289824927,0.10639470102261661,-0.4451662255443812,-0.08367981781795522,0.16607983556304684,-0.5948417362485456,-0.12052638204739842,0.20300703534794878,-0.6961498315626081,-0.14221661958994986,0.23171782117033304,-0.7913964972400881,-0.15838037237418226
hello,0.0,0.0,0.0,-0.1457865203762204,-0.05380380064196676,-0.040872856207478346,-0.26375696023020523,-0.19472677173429578,-0.057321064327986504,-0.3455028069775779,-0.31019239407221794,-0.07238017947078032,-0.4230290450793252,-0.3601459007571428,-0.08833865884019718,-0.16506240135695732,-0.4820261368572674,-0.02572652289062575,-0.20447055764277106,-0.6781573151842452,-0.050580928226989376,-0.2247079155160944,-0.7985698281532888,-0.07401051477714535,-0.237038716013072,-0.8984633962943519,-0.0944867996105983,-0.06900434695689417,-0.5140101429470978,-0.0383662597017026,-0.08284005951563897,-0.7447756584908074,-0.05925447154015026,-0.09119851007793799,-0.8880491607149676,-0.08404112627330228,-0.09837759475632263,-1.0,-0.10516523155173223,0.02179147375107532,-0.49866751584570274,-0.05870961198724607,0.03074037010519175,-0.7116512872161668,-0.0919375282108837,0.029086702320679864,-0.8424756995368977,-0.1230974955380242,0.022943090971323854,-0.9540469733383498,-0.14732949286537972,0.10770448321618264,-0.44562933039470853,-0.08273055617319301,0.16770519934148892,-0.5956658780547309,-0.11887557450375999,0.2046252254519325,-0.697629057866596,-0.1402938835583635,0.23343024546172275,-0.7935416940120529,-0.15639560586833198
hello,0.0,0.0,0.0,-0.14513797710445564,-0.052440647419117636,-0.042147486703369735,-0.26348323712608024,-0.19143475778002847,-0.05994120707067343,-0.3460315663463189,-0.3074651930610334,-0.07616349585137264,-0.42368696609691275,-0.3589149434119543,-0.09307855618136737,-0.16878991543309557,-0.48041375074312515,-0.027211888938209958,-0.20810162931530718,-0.6768376785965947,-0.05273759192103025,-0.22789250896490754,-0.7971205192495024,-0.07655622421627051,-0.23979556589999115,-0.8969198337686554,-0.09720690288880957,-0.07277952678399825,-0.513282680283664,-0.039488637537075405,-0.0871162322546858,-0.7438300958851806,-0.06092882862327068,-0.09511211125108879,-0.8877569183415629,-0.08594853293402073,-0.1018476194886651,-1.0,-0.10717031264004094,0.01852517277808794,-0.49855920193098674,-0.05956445131093534,0.026195930051566858,-0.7098466810951343,-0.09311239523525172,0.02429208127547577,-0.8405814895396468,-0.12450541317955052,0.01804854356997945,-0.9520075742308065,-0.1488771669053721,0.10496276584441934,-0.4457314004789733,-0.08342829763241459,0.1643510319803715,-0.5946290501214394,-0.11966832231765302,0.2011133227392439,-0.6960598810942575,-0.14117577462781342,0.22997235417190154,-0.7915975949758974,-0.157315978987589
hello,0.0,0.0,0.0,-0.14493688259313495,-0.055078452603292735,-0.04055124202439832,-0.2622422605091066,-0.19293079890027462,-0.058296358129346214,-0.34501949416468103,-0.30628920071515264,-0.07473290102450057,-0.4229115087118373,-0.3595610202209404,-0.09190969279357483,-0.16649872224986703,-0.4819993469897377,-0.027229654939401104,-0.20613767618716441,-0.6796292814076775,-0.0534548925216256,-0.22732286357071604,-0.8002895078962186,-0.0777755406956231,-0.24064482640142534,-0.900118630674792,-0.09861864441150725,-0.0708692198321402,-0.5135850802566598,-0.04034337412867021,-0.08632522745259723,-0.745202371392024,-0.06234325276876942,-0.09557883042455258,-0.8885845494412888,-0.08780703868331993,-0.10372881456211931,-1.0,-0.1092444945809125,0.02005437171666836,-0.49866318025540496,-0.061025816731544495,0.02857948128769654,-0.7110858058633794,-0.09462184920036368,0.027132705226463015,-0.8429013141938885,-0.12591263401172478,0.020609282527041882,-0.9553710952923095,-0.1502458308996628,0.10600934053740846,-0.44610420404342466,-0.08530354043109813,0.1658514376364941,-0.5957625521851152,-0.12137935145853578,0.2022500559801469,-0.6976928926994779,-0.14259327444273637,0.2301639305778425,-0.7931991505236369,-0.1584673379353164
hello,0.0,0.0,0.0,-0.14451939328759278,-0.05365914841751373,-0.04247635468592793,-0.26204966223384885,-0.19051507631822628,-0.06136213516575432,-0.3451831562023002,-0.30513001164243475,-0.07850573248050124,-0.423379234581267,-0.3592240451356491,-0.09622476383794881,-0.1672306841011419,-0.48123813575573354,-0.029274437311419623,-0.2073463505496342,-0.678392845739601,-0.05605663985446642,-0.22852800279028984,-0.7992588244873133,-0.08073419037286833,-0.24172193490259136,-0.8994806483300308,-0.10185583830476358,-0.07130922075677067,-0.5129765373010837,-0.04161232664500406,-0.08674983636924034,-0.7449699231534399,-0.0641568695532035,-0.09595811739816162,-0.8884141785898135,-0.08974054001951466,-0.10392035150473959,-1.0,-0.11121806158694128,0.02002838589196924,-0.49763118404716306,-0.06163397413304162,0.028203480779673724,-0.7102916087702842,-0.09586361640952182,0.026436068123468034,-0.8421329471166957,-0.12722269861110555,0.019884919634555267,-0.9547701385150965,-0.1514869782525182,0.10672123666195732,-0.4448475329769554,-0.08538787113190506,0.16646658071418324,-0.5952258476751069,-0.12195377383200111,0.2028504063111408,-0.6972613790075934,-0.1432849416807451,0.23086880320982603,-0.7932338621221494,-0.15918101254753997
hello,0.0,0.0,0.0,-0.14409942480353266,-0.054846029284600105,-0.042368592258580175,-0.2604963923028171,-0.1911281099310092,-0.061906810758732424,-0.34330374207356557,-0.3044390129014285,-0.07972607995471881,-0.42175900819101414,-0.36016700629160436,-0.09825319751652299,-0.1658430746048073,-0.48064566594244684,-0.03073829799678708,-0.20558309860657864,-0.6779909701814767,-0.058288805971716706,-0.22706769467521198,-0.7987187749264189,-0.0834032090638979,-0.24061204135865727,-0.8990272098836383,-0.10472232967794386,-0.0702581543331429,-0.5114907813456921,-0.04346062069218067,-0.08532138097457558,-0.7439210502547092,-0.06678565407190676,-0.0943124224220295,-0.8876387542859625,-0.09280029032197488,-0.10211423669374647,-1.0,-0.11448745969262009,0.020939906774955382,-0.4956320053598112,-0.06376122675310432,0.029508497229201673,-0.7089723293646696,-0.09853625468784298,0.028370718753584736,-0.8413925181394778,-0.12998060453443058,0.022198399145113155,-0.9549875322650042,-0.1542427992102142,0.10757751699426785,-0.4426016388125945,-0.08771305595447186,0.16664710345723832,-0.5941374968416214,-0.12466111858697608,0.20319797497916328,-0.6961677006585053,-0.14576701887634644,0.2311716812634886,-0.7920927063655,-0.16142926559153747
hello,0.0,0.0,0.0,-0.14304400310472976,-0.05468685401482939,-0.04321388708457251,-0.2587423405806241,-0.19084914435126277,-0.063467156495897,-0.3414615930677801,-0.30399383397926294,-0.08186885677173326,-0.41993880085338153,-0.36155412529344993,-0.1009750083414546,-0.16445751248960233,-0.4810976522862707,-0.03192091722270402,-0.2043400296374424,-0.6782671869921425,-0.060223739376520743,-0.225521008176017,-0.7990047565465864,-0.08594139734603205,-0.23848338828593235,-0.8995080462722095,-0.10761946296183585,-0.06848266811665828,-0.5123358518935689,-0.04437500524072578,-0.08345761651405302,-0.744060603959102,-0.06808337843263412,-0.09266673347602083,-0.8876096781605429,-0.09439792669978873,-0.10064518021950303,-1.0,-0.11638262986620918,0.022974924010710326,-0.4963648598546782,-0.06445890746174307,0.031839388534371696,-0.7094588994822784,-0.09928234262726578,0.0302964544428157,-0.8414688804949583,-0.13047746663355603,0.02365984690496776,-0.954898875278494,-0.1546920391635564,0.10953898497284886,-0.4425713586774491,-0.0882982013071917,0.16851094142889966,-0.5932643025046268,-0.12529492706139753,0.20489787504339116,-0.6950897601455276,-0.14628431294752772,0.23265992425648238,-0.7909475293811917,-0.16189112414848428
hello,0.0,0.0,0.0,-0.1428704182550964,-0.055906880830741995,-0.04446280255680381,-0.25748383199495084,-0.1924655485722575,-0.0654568870598994,-0.34004850163238376,-0.305501382098277,-0.08437596559178907,-0.4189777409836697,-0.3632702498222935,-0.10396350466196604,-0.1626823362293126,-0.48143426745932005,-0.033268769149693754,-0.20222201296261597,-0.6783892288404385,-0.061955290655852056,-0.22360579251770252,-0.7993249725648583,-0.08789045274764412,-0.23692296372347055,-0.9001565761705708,-0.10971750975421807,-0.06678210045007547,-0.5125023613188616,-0.045244158440867294,-0.08054170322620491,-0.7442356656269556,-0.06926967836467986,-0.0894076811534254,-0.8877187400936598,-0.0955509488028358,-0.09736401519707648,-1.0,-0.11747410862776175,0.024558002092638424,-0.49622427258512136,-0.06494380058787848,0.033828573302104516,-0.7093990879542906,-0.09993491835950258,0.032316947988461325,-0.8412846794582319,-0.13098657114927095,0.02575786659916138,-0.954548543473715,-0.15505203215019567,0.11091155200076859,-0.44212991247251004,-0.08852727018352728,0.1704943701011569,-0.5930489253830865,-0.12537297041011858,0.20726527537409867,-0.6949949952430505,-0.14618033559001056,0.2353431913669992,-0.7907798099469521,-0.16168378783342074
hello,0.0,0.0,0.0,-0.14258549379866953,-0.05579798699748626,-0.0445386747337788,-0.2568385102548047,-0.1927704940853236,-0.0657847682680213,-0.3388779964582616,-0.30653941545733043,-0.08490759040606406,-0.4180939282667161,-0.3626499340123786,-0.10472734171424787,-0.16169319094386675,-0.48173589501189057,-0.03387154269310357,-0.20135972672980237,-0.6781737501037125,-0.06299265527208892,-0.2223216443449016,-0.7992217306556524,-0.08938371259951709,-0.23504832205867082,-0.9006015732089447,-0.11157158266740526,-0.06563543961080623,-0.5129361520140533,-0.04589168248783067,-0.07887232818997,-0.7445580645079813,-0.07000252055611877,-0.08731620840221888,-0.8877684784521691,-0.09623605516365123,-0.09510614563903863,-1.0,-0.11821864470634913,0.02557783429736944,-0.49639228114725104,-0.06560974964265594,0.03475934236078371,-0.7092640158227321,-0.10054539735525424,0.03325873338174919,-0.8408125420181713,-0.13135056976682885,0.027008292856652336,-0.9535818199087177,-0.1553031851598611,0.11171683096813155,-0.44182373744375397,-0.08926939052874151,0.17178198412360657,-0.5925814692042755,-0.12586823344713052,0.2086434562501808,-0.6945056447021349,-0.1465149030821639,0.23688300334915832,-0.7904903862233345,-0.16198259407204305
hello,0.0,0.0,0.0,-0.14253868202497633,-0.053985660743183415,-0.046058780254562344,-0.2570432009709627,-0.19051307593661262,-0.06789018366113772,-0.3395485061524839,-0.3049453642636866,-0.0873700277880346,-0.41985435559219564,-0.36203732328783855,-0.10746067148975363,-0.16206203627370155,-0.47977533128759425,-0.035394104104406625,-0.2018177880064731,-0.6766069165826998,-0.06511580511162778,-0.22282315807150926,-0.7982184227199169,-0.0918008264182291,-0.2356130347164972,-0.9002696482550151,-0.11420342839030628,-0.06635055036487436,-0.5120916155231902,-0.04671242203267599,-0.08058446688650728,-0.7440062898842783,-0.07140074560008615,-0.08916569341394157,-0.8874506694452078,-0.09774590967904556,-0.09694627644957406,-1.0,-0.11979266612350528,0.024875576318280357,-0.4964335058471497,-0.065854224835453,0.03300433574547342,-0.7087463932399011,-0.10129215755124794,0.031325665628530425,-0.840070579905957,-0.132045536264875,0.025070513114103386,-0.9527067398705383,-0.15594234953011882,0.1116021266526213,-0.44262436643155934,-0.08910645496773904,0.17160916842233825,-0.592398514549174,-0.12597500359030017,0.20861061494305516,-0.694055334188269,-0.14677756496247202,0.23700058776831243,-0.7897923441268969,-0.16238389902479072
